"key","date","value","id","id_sensor"
"SO2",2022-11-09 13:00:00,3.5,291,2039
"SO2",2022-11-09 12:00:00,3.3,291,2039
"SO2",2022-11-09 11:00:00,3.1,291,2039
"SO2",2022-11-09 10:00:00,3,291,2039
"SO2",2022-11-09 09:00:00,3.2,291,2039
"SO2",2022-11-09 08:00:00,3.2,291,2039
"SO2",2022-11-09 07:00:00,3.4,291,2039
"SO2",2022-11-09 06:00:00,3.7,291,2039
"SO2",2022-11-09 05:00:00,3.2,291,2039
"SO2",2022-11-09 04:00:00,3.1,291,2039
"SO2",2022-11-09 03:00:00,2.9,291,2039
"SO2",2022-11-09 02:00:00,2.6,291,2039
"SO2",2022-11-09 01:00:00,2.3,291,2039
"SO2",2022-11-09 00:00:00,2.3,291,2039
"SO2",2022-11-08 23:00:00,2.8,291,2039
"SO2",2022-11-08 22:00:00,2.7,291,2039
"SO2",2022-11-08 21:00:00,2.5,291,2039
"SO2",2022-11-08 20:00:00,2.5,291,2039
"SO2",2022-11-08 19:00:00,2.7,291,2039
"SO2",2022-11-08 18:00:00,2.9,291,2039
"SO2",2022-11-08 17:00:00,2.4,291,2039
"SO2",2022-11-08 16:00:00,2.9,291,2039
"SO2",2022-11-08 15:00:00,2.7,291,2039
"SO2",2022-11-08 14:00:00,2.8,291,2039
"SO2",2022-11-08 13:00:00,2.3,291,2039
"SO2",2022-11-08 12:00:00,2.8,291,2039
"SO2",2022-11-08 11:00:00,2.8,291,2039
"SO2",2022-11-08 10:00:00,2.9,291,2039
"SO2",2022-11-08 09:00:00,2.9,291,2039
"SO2",2022-11-08 08:00:00,3,291,2039
"SO2",2022-11-08 07:00:00,2.7,291,2039
"SO2",2022-11-08 06:00:00,2.5,291,2039
"SO2",2022-11-08 05:00:00,2.2,291,2039
"SO2",2022-11-08 04:00:00,2.1,291,2039
"SO2",2022-11-08 03:00:00,2.2,291,2039
"SO2",2022-11-08 00:00:00,2.2,291,2039
"SO2",2022-11-07 23:00:00,2.1,291,2039
"SO2",2022-11-07 22:00:00,2.3,291,2039
"SO2",2022-11-07 21:00:00,2.2,291,2039
"SO2",2022-11-07 20:00:00,2.2,291,2039
"SO2",2022-11-07 19:00:00,2.4,291,2039
"SO2",2022-11-07 18:00:00,2.4,291,2039
"SO2",2022-11-07 17:00:00,2.4,291,2039
"SO2",2022-11-07 16:00:00,2.3,291,2039
"SO2",2022-11-07 15:00:00,2.4,291,2039
"SO2",2022-11-07 14:00:00,2.4,291,2039
"SO2",2022-11-07 13:00:00,2.4,291,2039
"SO2",2022-11-07 12:00:00,2.6,291,2039
"SO2",2022-11-07 11:00:00,2.9,291,2039
"SO2",2022-11-07 10:00:00,2.4,291,2039
"SO2",2022-11-07 09:00:00,2.3,291,2039
"SO2",2022-11-07 08:00:00,2.1,291,2039
"SO2",2022-11-07 07:00:00,1.9,291,2039
"SO2",2022-11-07 06:00:00,1.7,291,2039
"SO2",2022-11-07 05:00:00,1.4,291,2039
"SO2",2022-11-07 04:00:00,1.5,291,2039
