"id","id_sensor","key","date","value"
659,14448,"O3",2022-12-10 08:00:00,21.3656
659,14448,"O3",2022-12-10 07:00:00,21.5017
659,14448,"O3",2022-12-10 06:00:00,21.1094
659,14448,"O3",2022-12-10 05:00:00,21.3144
659,14448,"O3",2022-12-10 04:00:00,21.7239
659,14448,"O3",2022-12-10 03:00:00,22.5594
659,14448,"O3",2022-12-10 02:00:00,24.3172
659,14448,"O3",2022-12-10 01:00:00,26.9383
659,14448,"O3",2022-12-10 00:00:00,29.5222
659,14448,"O3",2022-12-09 23:00:00,24.8761
659,14448,"O3",2022-12-09 22:00:00,26.8172
659,14448,"O3",2022-12-09 21:00:00,20.4639
659,14448,"O3",2022-12-09 20:00:00,25.4911
659,14448,"O3",2022-12-09 19:00:00,31.6561
659,14448,"O3",2022-12-09 18:00:00,25.6056
659,14448,"O3",2022-12-09 17:00:00,25.3794
659,14448,"O3",2022-12-09 16:00:00,5.18667
659,14448,"O3",2022-12-09 15:00:00,2.34889
659,14448,"O3",2022-12-09 14:00:00,16.1117
659,14448,"O3",2022-12-09 13:00:00,33.1456
659,14448,"O3",2022-12-09 12:00:00,35.7472
659,14448,"O3",2022-12-09 11:00:00,41.8806
659,14448,"O3",2022-12-09 10:00:00,34.2633
659,14448,"O3",2022-12-09 09:00:00,27.6978
659,14448,"O3",2022-12-09 08:00:00,10.0989
659,14448,"O3",2022-12-09 07:00:00,4.89444
