DatetimeBegin UTC+01;date_beg_UTC_00;Concentration;AirQualityStationEoICode;AirPollutant;AveragingTime;;;DatetimeEnd
02.01.2022 13:00;02.01.2022 12:00;55.42;PL0012A;PM10;hour;;;2022-01-02 14:00:00 +01:00
02.01.2022 14:00;02.01.2022 13:00;68.87;PL0012A;PM10;hour;;;2022-01-02 15:00:00 +01:00
02.01.2022 15:00;02.01.2022 14:00;51.57;PL0012A;PM10;hour;;;2022-01-02 16:00:00 +01:00
02.01.2022 16:00;02.01.2022 15:00;52.32;PL0012A;PM10;hour;;;2022-01-02 17:00:00 +01:00
02.01.2022 17:00;02.01.2022 16:00;55.64;PL0012A;PM10;hour;;;2022-01-02 18:00:00 +01:00
02.01.2022 18:00;02.01.2022 17:00;60.39;PL0012A;PM10;hour;;;2022-01-02 19:00:00 +01:00
02.01.2022 19:00;02.01.2022 18:00;59.97;PL0012A;PM10;hour;;;2022-01-02 20:00:00 +01:00
02.01.2022 20:00;02.01.2022 19:00;61.92;PL0012A;PM10;hour;;;2022-01-02 21:00:00 +01:00
02.01.2022 21:00;02.01.2022 20:00;57.93;PL0012A;PM10;hour;;;2022-01-02 22:00:00 +01:00
02.01.2022 22:00;02.01.2022 21:00;53.54;PL0012A;PM10;hour;;;2022-01-02 23:00:00 +01:00
02.01.2022 23:00;02.01.2022 22:00;40.52;PL0012A;PM10;hour;;;2022-01-03 00:00:00 +01:00
03.01.2022 00:00;02.01.2022 23:00;18.45;PL0012A;PM10;hour;;;2022-01-03 01:00:00 +01:00
03.01.2022 01:00;03.01.2022 00:00;15.68;PL0012A;PM10;hour;;;2022-01-03 02:00:00 +01:00
03.01.2022 02:00;03.01.2022 01:00;16.99;PL0012A;PM10;hour;;;2022-01-03 03:00:00 +01:00
03.01.2022 03:00;03.01.2022 02:00;15.90;PL0012A;PM10;hour;;;2022-01-03 04:00:00 +01:00
03.01.2022 04:00;03.01.2022 03:00;20.03;PL0012A;PM10;hour;;;2022-01-03 05:00:00 +01:00
03.01.2022 05:00;03.01.2022 04:00;28.03;PL0012A;PM10;hour;;;2022-01-03 06:00:00 +01:00
03.01.2022 06:00;03.01.2022 05:00;25.43;PL0012A;PM10;hour;;;2022-01-03 07:00:00 +01:00
03.01.2022 07:00;03.01.2022 06:00;14.61;PL0012A;PM10;hour;;;2022-01-03 08:00:00 +01:00
03.01.2022 08:00;03.01.2022 07:00;17.59;PL0012A;PM10;hour;;;2022-01-03 09:00:00 +01:00
03.01.2022 09:00;03.01.2022 08:00;12.25;PL0012A;PM10;hour;;;2022-01-03 10:00:00 +01:00
03.01.2022 10:00;03.01.2022 09:00;8.79;PL0012A;PM10;hour;;;2022-01-03 11:00:00 +01:00
03.01.2022 11:00;03.01.2022 10:00;16.16;PL0012A;PM10;hour;;;2022-01-03 12:00:00 +01:00
03.01.2022 12:00;03.01.2022 11:00;16.24;PL0012A;PM10;hour;;;2022-01-03 13:00:00 +01:00
03.01.2022 13:00;03.01.2022 12:00;31.61;PL0012A;PM10;hour;;;2022-01-03 14:00:00 +01:00
03.01.2022 14:00;03.01.2022 13:00;37.57;PL0012A;PM10;hour;;;2022-01-03 15:00:00 +01:00
03.01.2022 15:00;03.01.2022 14:00;29.46;PL0012A;PM10;hour;;;2022-01-03 16:00:00 +01:00
03.01.2022 16:00;03.01.2022 15:00;27.52;PL0012A;PM10;hour;;;2022-01-03 17:00:00 +01:00
03.01.2022 17:00;03.01.2022 16:00;30.76;PL0012A;PM10;hour;;;2022-01-03 18:00:00 +01:00
03.01.2022 18:00;03.01.2022 17:00;42.38;PL0012A;PM10;hour;;;2022-01-03 19:00:00 +01:00
03.01.2022 19:00;03.01.2022 18:00;40.33;PL0012A;PM10;hour;;;2022-01-03 20:00:00 +01:00
03.01.2022 20:00;03.01.2022 19:00;39.57;PL0012A;PM10;hour;;;2022-01-03 21:00:00 +01:00
03.01.2022 21:00;03.01.2022 20:00;39.96;PL0012A;PM10;hour;;;2022-01-03 22:00:00 +01:00
03.01.2022 22:00;03.01.2022 21:00;40.55;PL0012A;PM10;hour;;;2022-01-03 23:00:00 +01:00
03.01.2022 23:00;03.01.2022 22:00;26.66;PL0012A;PM10;hour;;;2022-01-04 00:00:00 +01:00
04.01.2022 00:00;03.01.2022 23:00;17.73;PL0012A;PM10;hour;;;2022-01-04 01:00:00 +01:00
04.01.2022 01:00;04.01.2022 00:00;12.26;PL0012A;PM10;hour;;;2022-01-04 02:00:00 +01:00
04.01.2022 02:00;04.01.2022 01:00;6.52;PL0012A;PM10;hour;;;2022-01-04 03:00:00 +01:00
04.01.2022 03:00;04.01.2022 02:00;6.59;PL0012A;PM10;hour;;;2022-01-04 04:00:00 +01:00
04.01.2022 04:00;04.01.2022 03:00;6.76;PL0012A;PM10;hour;;;2022-01-04 05:00:00 +01:00
04.01.2022 05:00;04.01.2022 04:00;10.23;PL0012A;PM10;hour;;;2022-01-04 06:00:00 +01:00
04.01.2022 06:00;04.01.2022 05:00;14.46;PL0012A;PM10;hour;;;2022-01-04 07:00:00 +01:00
04.01.2022 07:00;04.01.2022 06:00;16.73;PL0012A;PM10;hour;;;2022-01-04 08:00:00 +01:00
04.01.2022 08:00;04.01.2022 07:00;20.49;PL0012A;PM10;hour;;;2022-01-04 09:00:00 +01:00
04.01.2022 09:00;04.01.2022 08:00;28.53;PL0012A;PM10;hour;;;2022-01-04 10:00:00 +01:00
04.01.2022 10:00;04.01.2022 09:00;16.83;PL0012A;PM10;hour;;;2022-01-04 11:00:00 +01:00
04.01.2022 11:00;04.01.2022 10:00;19.26;PL0012A;PM10;hour;;;2022-01-04 12:00:00 +01:00
04.01.2022 12:00;04.01.2022 11:00;24.66;PL0012A;PM10;hour;;;2022-01-04 13:00:00 +01:00
04.01.2022 13:00;04.01.2022 12:00;16.87;PL0012A;PM10;hour;;;2022-01-04 14:00:00 +01:00
04.01.2022 14:00;04.01.2022 13:00;12.09;PL0012A;PM10;hour;;;2022-01-04 15:00:00 +01:00
04.01.2022 15:00;04.01.2022 14:00;14.63;PL0012A;PM10;hour;;;2022-01-04 16:00:00 +01:00
04.01.2022 16:00;04.01.2022 15:00;20.64;PL0012A;PM10;hour;;;2022-01-04 17:00:00 +01:00
04.01.2022 17:00;04.01.2022 16:00;29.38;PL0012A;PM10;hour;;;2022-01-04 18:00:00 +01:00
04.01.2022 18:00;04.01.2022 17:00;33.66;PL0012A;PM10;hour;;;2022-01-04 19:00:00 +01:00
04.01.2022 19:00;04.01.2022 18:00;40.68;PL0012A;PM10;hour;;;2022-01-04 20:00:00 +01:00
04.01.2022 20:00;04.01.2022 19:00;36.07;PL0012A;PM10;hour;;;2022-01-04 21:00:00 +01:00
04.01.2022 21:00;04.01.2022 20:00;38.19;PL0012A;PM10;hour;;;2022-01-04 22:00:00 +01:00
04.01.2022 22:00;04.01.2022 21:00;25.11;PL0012A;PM10;hour;;;2022-01-04 23:00:00 +01:00
04.01.2022 23:00;04.01.2022 22:00;8.70;PL0012A;PM10;hour;;;2022-01-05 00:00:00 +01:00
05.01.2022 00:00;04.01.2022 23:00;9.63;PL0012A;PM10;hour;;;2022-01-05 01:00:00 +01:00
05.01.2022 01:00;05.01.2022 00:00;10.52;PL0012A;PM10;hour;;;2022-01-05 02:00:00 +01:00
05.01.2022 02:00;05.01.2022 01:00;9.82;PL0012A;PM10;hour;;;2022-01-05 03:00:00 +01:00
05.01.2022 03:00;05.01.2022 02:00;21.92;PL0012A;PM10;hour;;;2022-01-05 04:00:00 +01:00
05.01.2022 04:00;05.01.2022 03:00;22.90;PL0012A;PM10;hour;;;2022-01-05 05:00:00 +01:00
05.01.2022 05:00;05.01.2022 04:00;24.63;PL0012A;PM10;hour;;;2022-01-05 06:00:00 +01:00
05.01.2022 06:00;05.01.2022 05:00;24.75;PL0012A;PM10;hour;;;2022-01-05 07:00:00 +01:00
05.01.2022 07:00;05.01.2022 06:00;30.68;PL0012A;PM10;hour;;;2022-01-05 08:00:00 +01:00
05.01.2022 08:00;05.01.2022 07:00;35.48;PL0012A;PM10;hour;;;2022-01-05 09:00:00 +01:00
05.01.2022 09:00;05.01.2022 08:00;41.98;PL0012A;PM10;hour;;;2022-01-05 10:00:00 +01:00
05.01.2022 10:00;05.01.2022 09:00;34.28;PL0012A;PM10;hour;;;2022-01-05 11:00:00 +01:00
05.01.2022 11:00;05.01.2022 10:00;22.05;PL0012A;PM10;hour;;;2022-01-05 12:00:00 +01:00
05.01.2022 12:00;05.01.2022 11:00;22.53;PL0012A;PM10;hour;;;2022-01-05 13:00:00 +01:00
05.01.2022 13:00;05.01.2022 12:00;23.97;PL0012A;PM10;hour;;;2022-01-05 14:00:00 +01:00
05.01.2022 14:00;05.01.2022 13:00;20.10;PL0012A;PM10;hour;;;2022-01-05 15:00:00 +01:00
05.01.2022 15:00;05.01.2022 14:00;16.36;PL0012A;PM10;hour;;;2022-01-05 16:00:00 +01:00
05.01.2022 16:00;05.01.2022 15:00;17.95;PL0012A;PM10;hour;;;2022-01-05 17:00:00 +01:00
05.01.2022 17:00;05.01.2022 16:00;15.85;PL0012A;PM10;hour;;;2022-01-05 18:00:00 +01:00
05.01.2022 18:00;05.01.2022 17:00;15.53;PL0012A;PM10;hour;;;2022-01-05 19:00:00 +01:00
05.01.2022 19:00;05.01.2022 18:00;25.74;PL0012A;PM10;hour;;;2022-01-05 20:00:00 +01:00
05.01.2022 20:00;05.01.2022 19:00;44.40;PL0012A;PM10;hour;;;2022-01-05 21:00:00 +01:00
05.01.2022 21:00;05.01.2022 20:00;45.47;PL0012A;PM10;hour;;;2022-01-05 22:00:00 +01:00
05.01.2022 22:00;05.01.2022 21:00;40.25;PL0012A;PM10;hour;;;2022-01-05 23:00:00 +01:00
05.01.2022 23:00;05.01.2022 22:00;26.86;PL0012A;PM10;hour;;;2022-01-06 00:00:00 +01:00
08.01.2022 00:00;07.01.2022 23:00;99.28;PL0012A;PM10;hour;;;2022-01-08 01:00:00 +01:00
08.01.2022 01:00;08.01.2022 00:00;97.47;PL0012A;PM10;hour;;;2022-01-08 02:00:00 +01:00
08.01.2022 02:00;08.01.2022 01:00;101.17;PL0012A;PM10;hour;;;2022-01-08 03:00:00 +01:00
08.01.2022 03:00;08.01.2022 02:00;94.28;PL0012A;PM10;hour;;;2022-01-08 04:00:00 +01:00
08.01.2022 04:00;08.01.2022 03:00;90.65;PL0012A;PM10;hour;;;2022-01-08 05:00:00 +01:00
08.01.2022 05:00;08.01.2022 04:00;88.92;PL0012A;PM10;hour;;;2022-01-08 06:00:00 +01:00
08.01.2022 06:00;08.01.2022 05:00;83.75;PL0012A;PM10;hour;;;2022-01-08 07:00:00 +01:00
08.01.2022 07:00;08.01.2022 06:00;77.95;PL0012A;PM10;hour;;;2022-01-08 08:00:00 +01:00
08.01.2022 08:00;08.01.2022 07:00;76.31;PL0012A;PM10;hour;;;2022-01-08 09:00:00 +01:00
08.01.2022 09:00;08.01.2022 08:00;80.80;PL0012A;PM10;hour;;;2022-01-08 10:00:00 +01:00
08.01.2022 10:00;08.01.2022 09:00;112.99;PL0012A;PM10;hour;;;2022-01-08 11:00:00 +01:00
08.01.2022 11:00;08.01.2022 10:00;175.80;PL0012A;PM10;hour;;;2022-01-08 12:00:00 +01:00
08.01.2022 12:00;08.01.2022 11:00;171.54;PL0012A;PM10;hour;;;2022-01-08 13:00:00 +01:00
08.01.2022 13:00;08.01.2022 12:00;155.63;PL0012A;PM10;hour;;;2022-01-08 14:00:00 +01:00
08.01.2022 14:00;08.01.2022 13:00;104.77;PL0012A;PM10;hour;;;2022-01-08 15:00:00 +01:00
08.01.2022 15:00;08.01.2022 14:00;125.07;PL0012A;PM10;hour;;;2022-01-08 16:00:00 +01:00
08.01.2022 16:00;08.01.2022 15:00;119.99;PL0012A;PM10;hour;;;2022-01-08 17:00:00 +01:00
08.01.2022 17:00;08.01.2022 16:00;118.72;PL0012A;PM10;hour;;;2022-01-08 18:00:00 +01:00
08.01.2022 18:00;08.01.2022 17:00;124.37;PL0012A;PM10;hour;;;2022-01-08 19:00:00 +01:00
08.01.2022 19:00;08.01.2022 18:00;121.91;PL0012A;PM10;hour;;;2022-01-08 20:00:00 +01:00
08.01.2022 20:00;08.01.2022 19:00;121.11;PL0012A;PM10;hour;;;2022-01-08 21:00:00 +01:00
08.01.2022 21:00;08.01.2022 20:00;86.27;PL0012A;PM10;hour;;;2022-01-08 22:00:00 +01:00
08.01.2022 22:00;08.01.2022 21:00;133.42;PL0012A;PM10;hour;;;2022-01-08 23:00:00 +01:00
08.01.2022 23:00;08.01.2022 22:00;108.76;PL0012A;PM10;hour;;;2022-01-09 00:00:00 +01:00
19.01.2022 00:00;18.01.2022 23:00;39.71;PL0012A;PM10;hour;;;2022-01-19 01:00:00 +01:00
19.01.2022 01:00;19.01.2022 00:00;41.28;PL0012A;PM10;hour;;;2022-01-19 02:00:00 +01:00
19.01.2022 02:00;19.01.2022 01:00;40.71;PL0012A;PM10;hour;;;2022-01-19 03:00:00 +01:00
19.01.2022 03:00;19.01.2022 02:00;29.97;PL0012A;PM10;hour;;;2022-01-19 04:00:00 +01:00
19.01.2022 04:00;19.01.2022 03:00;24.31;PL0012A;PM10;hour;;;2022-01-19 05:00:00 +01:00
19.01.2022 05:00;19.01.2022 04:00;23.55;PL0012A;PM10;hour;;;2022-01-19 06:00:00 +01:00
19.01.2022 06:00;19.01.2022 05:00;26.41;PL0012A;PM10;hour;;;2022-01-19 07:00:00 +01:00
19.01.2022 07:00;19.01.2022 06:00;30.14;PL0012A;PM10;hour;;;2022-01-19 08:00:00 +01:00
19.01.2022 08:00;19.01.2022 07:00;34.63;PL0012A;PM10;hour;;;2022-01-19 09:00:00 +01:00
19.01.2022 09:00;19.01.2022 08:00;48.87;PL0012A;PM10;hour;;;2022-01-19 10:00:00 +01:00
19.01.2022 10:00;19.01.2022 09:00;93.26;PL0012A;PM10;hour;;;2022-01-19 11:00:00 +01:00
19.01.2022 11:00;19.01.2022 10:00;98.47;PL0012A;PM10;hour;;;2022-01-19 12:00:00 +01:00
19.01.2022 12:00;19.01.2022 11:00;91.46;PL0012A;PM10;hour;;;2022-01-19 13:00:00 +01:00
19.01.2022 13:00;19.01.2022 12:00;86.25;PL0012A;PM10;hour;;;2022-01-19 14:00:00 +01:00
19.01.2022 14:00;19.01.2022 13:00;87.11;PL0012A;PM10;hour;;;2022-01-19 15:00:00 +01:00
19.01.2022 15:00;19.01.2022 14:00;96.45;PL0012A;PM10;hour;;;2022-01-19 16:00:00 +01:00
19.01.2022 16:00;19.01.2022 15:00;83.21;PL0012A;PM10;hour;;;2022-01-19 17:00:00 +01:00
19.01.2022 17:00;19.01.2022 16:00;67.16;PL0012A;PM10;hour;;;2022-01-19 18:00:00 +01:00
19.01.2022 18:00;19.01.2022 17:00;64.79;PL0012A;PM10;hour;;;2022-01-19 19:00:00 +01:00
19.01.2022 19:00;19.01.2022 18:00;85.09;PL0012A;PM10;hour;;;2022-01-19 20:00:00 +01:00
19.01.2022 20:00;19.01.2022 19:00;94.46;PL0012A;PM10;hour;;;2022-01-19 21:00:00 +01:00
19.01.2022 21:00;19.01.2022 20:00;96.65;PL0012A;PM10;hour;;;2022-01-19 22:00:00 +01:00
19.01.2022 22:00;19.01.2022 21:00;117.15;PL0012A;PM10;hour;;;2022-01-19 23:00:00 +01:00
19.01.2022 23:00;19.01.2022 22:00;132.67;PL0012A;PM10;hour;;;2022-01-20 00:00:00 +01:00
30.01.2022 00:00;29.01.2022 23:00;7.08;PL0012A;PM10;hour;;;2022-01-30 01:00:00 +01:00
30.01.2022 01:00;30.01.2022 00:00;3.88;PL0012A;PM10;hour;;;2022-01-30 02:00:00 +01:00
30.01.2022 02:00;30.01.2022 01:00;4.25;PL0012A;PM10;hour;;;2022-01-30 03:00:00 +01:00
30.01.2022 03:00;30.01.2022 02:00;5.95;PL0012A;PM10;hour;;;2022-01-30 04:00:00 +01:00
30.01.2022 04:00;30.01.2022 03:00;7.09;PL0012A;PM10;hour;;;2022-01-30 05:00:00 +01:00
30.01.2022 05:00;30.01.2022 04:00;6.17;PL0012A;PM10;hour;;;2022-01-30 06:00:00 +01:00
30.01.2022 06:00;30.01.2022 05:00;5.37;PL0012A;PM10;hour;;;2022-01-30 07:00:00 +01:00
30.01.2022 07:00;30.01.2022 06:00;7.78;PL0012A;PM10;hour;;;2022-01-30 08:00:00 +01:00
30.01.2022 08:00;30.01.2022 07:00;7.80;PL0012A;PM10;hour;;;2022-01-30 09:00:00 +01:00
30.01.2022 09:00;30.01.2022 08:00;8.57;PL0012A;PM10;hour;;;2022-01-30 10:00:00 +01:00
30.01.2022 10:00;30.01.2022 09:00;9.11;PL0012A;PM10;hour;;;2022-01-30 11:00:00 +01:00
30.01.2022 11:00;30.01.2022 10:00;8.45;PL0012A;PM10;hour;;;2022-01-30 12:00:00 +01:00
30.01.2022 12:00;30.01.2022 11:00;10.48;PL0012A;PM10;hour;;;2022-01-30 13:00:00 +01:00
30.01.2022 13:00;30.01.2022 12:00;10.57;PL0012A;PM10;hour;;;2022-01-30 14:00:00 +01:00
30.01.2022 14:00;30.01.2022 13:00;9.73;PL0012A;PM10;hour;;;2022-01-30 15:00:00 +01:00
30.01.2022 15:00;30.01.2022 14:00;9.97;PL0012A;PM10;hour;;;2022-01-30 16:00:00 +01:00
30.01.2022 16:00;30.01.2022 15:00;12.41;PL0012A;PM10;hour;;;2022-01-30 17:00:00 +01:00
30.01.2022 17:00;30.01.2022 16:00;16.16;PL0012A;PM10;hour;;;2022-01-30 18:00:00 +01:00
30.01.2022 18:00;30.01.2022 17:00;17.23;PL0012A;PM10;hour;;;2022-01-30 19:00:00 +01:00
30.01.2022 19:00;30.01.2022 18:00;16.62;PL0012A;PM10;hour;;;2022-01-30 20:00:00 +01:00
30.01.2022 20:00;30.01.2022 19:00;20.13;PL0012A;PM10;hour;;;2022-01-30 21:00:00 +01:00
30.01.2022 21:00;30.01.2022 20:00;18.92;PL0012A;PM10;hour;;;2022-01-30 22:00:00 +01:00
30.01.2022 22:00;30.01.2022 21:00;18.16;PL0012A;PM10;hour;;;2022-01-30 23:00:00 +01:00
30.01.2022 23:00;30.01.2022 22:00;25.21;PL0012A;PM10;hour;;;2022-01-31 00:00:00 +01:00
24.02.2022 00:00;23.02.2022 23:00;59.48;PL0012A;PM10;hour;;;2022-02-24 01:00:00 +01:00
24.02.2022 01:00;24.02.2022 00:00;54.57;PL0012A;PM10;hour;;;2022-02-24 02:00:00 +01:00
24.02.2022 02:00;24.02.2022 01:00;58.79;PL0012A;PM10;hour;;;2022-02-24 03:00:00 +01:00
24.02.2022 03:00;24.02.2022 02:00;60.38;PL0012A;PM10;hour;;;2022-02-24 04:00:00 +01:00
24.02.2022 04:00;24.02.2022 03:00;62.06;PL0012A;PM10;hour;;;2022-02-24 05:00:00 +01:00
24.02.2022 05:00;24.02.2022 04:00;76.92;PL0012A;PM10;hour;;;2022-02-24 06:00:00 +01:00
24.02.2022 06:00;24.02.2022 05:00;80.11;PL0012A;PM10;hour;;;2022-02-24 07:00:00 +01:00
24.02.2022 07:00;24.02.2022 06:00;79.90;PL0012A;PM10;hour;;;2022-02-24 08:00:00 +01:00
24.02.2022 08:00;24.02.2022 07:00;86.49;PL0012A;PM10;hour;;;2022-02-24 09:00:00 +01:00
24.02.2022 09:00;24.02.2022 08:00;89.17;PL0012A;PM10;hour;;;2022-02-24 10:00:00 +01:00
24.02.2022 10:00;24.02.2022 09:00;67.05;PL0012A;PM10;hour;;;2022-02-24 11:00:00 +01:00
24.02.2022 11:00;24.02.2022 10:00;50.17;PL0012A;PM10;hour;;;2022-02-24 12:00:00 +01:00
24.02.2022 12:00;24.02.2022 11:00;47.77;PL0012A;PM10;hour;;;2022-02-24 13:00:00 +01:00
24.02.2022 13:00;24.02.2022 12:00;53.02;PL0012A;PM10;hour;;;2022-02-24 14:00:00 +01:00
24.02.2022 14:00;24.02.2022 13:00;36.62;PL0012A;PM10;hour;;;2022-02-24 15:00:00 +01:00
24.02.2022 15:00;24.02.2022 14:00;75.23;PL0012A;PM10;hour;;;2022-02-24 16:00:00 +01:00
24.02.2022 16:00;24.02.2022 15:00;59.80;PL0012A;PM10;hour;;;2022-02-24 17:00:00 +01:00
24.02.2022 17:00;24.02.2022 16:00;62.64;PL0012A;PM10;hour;;;2022-02-24 18:00:00 +01:00
24.02.2022 18:00;24.02.2022 17:00;123.42;PL0012A;PM10;hour;;;2022-02-24 19:00:00 +01:00
24.02.2022 19:00;24.02.2022 18:00;129.28;PL0012A;PM10;hour;;;2022-02-24 20:00:00 +01:00
24.02.2022 20:00;24.02.2022 19:00;215.41;PL0012A;PM10;hour;;;2022-02-24 21:00:00 +01:00
24.02.2022 21:00;24.02.2022 20:00;180.54;PL0012A;PM10;hour;;;2022-02-24 22:00:00 +01:00
24.02.2022 22:00;24.02.2022 21:00;121.96;PL0012A;PM10;hour;;;2022-02-24 23:00:00 +01:00
24.02.2022 23:00;24.02.2022 22:00;116.18;PL0012A;PM10;hour;;;2022-02-25 00:00:00 +01:00
25.02.2022 00:00;24.02.2022 23:00;79.16;PL0012A;PM10;hour;;;2022-02-25 01:00:00 +01:00
25.02.2022 01:00;25.02.2022 00:00;68.90;PL0012A;PM10;hour;;;2022-02-25 02:00:00 +01:00
25.02.2022 02:00;25.02.2022 01:00;55.75;PL0012A;PM10;hour;;;2022-02-25 03:00:00 +01:00
25.02.2022 03:00;25.02.2022 02:00;53.26;PL0012A;PM10;hour;;;2022-02-25 04:00:00 +01:00
25.02.2022 04:00;25.02.2022 03:00;69.01;PL0012A;PM10;hour;;;2022-02-25 05:00:00 +01:00
25.02.2022 05:00;25.02.2022 04:00;68.73;PL0012A;PM10;hour;;;2022-02-25 06:00:00 +01:00
25.02.2022 06:00;25.02.2022 05:00;51.43;PL0012A;PM10;hour;;;2022-02-25 07:00:00 +01:00
25.02.2022 07:00;25.02.2022 06:00;41.15;PL0012A;PM10;hour;;;2022-02-25 08:00:00 +01:00
25.02.2022 08:00;25.02.2022 07:00;8.43;PL0012A;PM10;hour;;;2022-02-25 09:00:00 +01:00
25.02.2022 09:00;25.02.2022 08:00;9.75;PL0012A;PM10;hour;;;2022-02-25 10:00:00 +01:00
25.02.2022 10:00;25.02.2022 09:00;14.72;PL0012A;PM10;hour;;;2022-02-25 11:00:00 +01:00
25.02.2022 11:00;25.02.2022 10:00;19.18;PL0012A;PM10;hour;;;2022-02-25 12:00:00 +01:00
25.02.2022 12:00;25.02.2022 11:00;23.85;PL0012A;PM10;hour;;;2022-02-25 13:00:00 +01:00
25.02.2022 13:00;25.02.2022 12:00;75.02;PL0012A;PM10;hour;;;2022-02-25 14:00:00 +01:00
25.02.2022 14:00;25.02.2022 13:00;48.91;PL0012A;PM10;hour;;;2022-02-25 15:00:00 +01:00
25.02.2022 15:00;25.02.2022 14:00;51.49;PL0012A;PM10;hour;;;2022-02-25 16:00:00 +01:00
25.02.2022 16:00;25.02.2022 15:00;51.04;PL0012A;PM10;hour;;;2022-02-25 17:00:00 +01:00
25.02.2022 17:00;25.02.2022 16:00;80.70;PL0012A;PM10;hour;;;2022-02-25 18:00:00 +01:00
25.02.2022 18:00;25.02.2022 17:00;62.19;PL0012A;PM10;hour;;;2022-02-25 19:00:00 +01:00
25.02.2022 19:00;25.02.2022 18:00;65.24;PL0012A;PM10;hour;;;2022-02-25 20:00:00 +01:00
25.02.2022 20:00;25.02.2022 19:00;69.06;PL0012A;PM10;hour;;;2022-02-25 21:00:00 +01:00
25.02.2022 23:00;25.02.2022 22:00;78.49;PL0012A;PM10;hour;;;2022-02-26 00:00:00 +01:00
26.02.2022 00:00;25.02.2022 23:00;80.62;PL0012A;PM10;hour;;;2022-02-26 01:00:00 +01:00
26.02.2022 01:00;26.02.2022 00:00;79.57;PL0012A;PM10;hour;;;2022-02-26 02:00:00 +01:00
26.02.2022 02:00;26.02.2022 01:00;83.38;PL0012A;PM10;hour;;;2022-02-26 03:00:00 +01:00
26.02.2022 03:00;26.02.2022 02:00;81.32;PL0012A;PM10;hour;;;2022-02-26 04:00:00 +01:00
26.02.2022 04:00;26.02.2022 03:00;75.87;PL0012A;PM10;hour;;;2022-02-26 05:00:00 +01:00
26.02.2022 05:00;26.02.2022 04:00;80.72;PL0012A;PM10;hour;;;2022-02-26 06:00:00 +01:00
26.02.2022 06:00;26.02.2022 05:00;80.37;PL0012A;PM10;hour;;;2022-02-26 07:00:00 +01:00
26.02.2022 07:00;26.02.2022 06:00;85.11;PL0012A;PM10;hour;;;2022-02-26 08:00:00 +01:00
26.02.2022 08:00;26.02.2022 07:00;73.13;PL0012A;PM10;hour;;;2022-02-26 09:00:00 +01:00
26.02.2022 09:00;26.02.2022 08:00;58.30;PL0012A;PM10;hour;;;2022-02-26 10:00:00 +01:00
26.02.2022 10:00;26.02.2022 09:00;53.66;PL0012A;PM10;hour;;;2022-02-26 11:00:00 +01:00
26.02.2022 11:00;26.02.2022 10:00;55.97;PL0012A;PM10;hour;;;2022-02-26 12:00:00 +01:00
26.02.2022 12:00;26.02.2022 11:00;42.87;PL0012A;PM10;hour;;;2022-02-26 13:00:00 +01:00
26.02.2022 13:00;26.02.2022 12:00;36.47;PL0012A;PM10;hour;;;2022-02-26 14:00:00 +01:00
26.02.2022 14:00;26.02.2022 13:00;26.35;PL0012A;PM10;hour;;;2022-02-26 15:00:00 +01:00
26.02.2022 15:00;26.02.2022 14:00;30.01;PL0012A;PM10;hour;;;2022-02-26 16:00:00 +01:00
26.02.2022 16:00;26.02.2022 15:00;41.85;PL0012A;PM10;hour;;;2022-02-26 17:00:00 +01:00
26.02.2022 17:00;26.02.2022 16:00;33.60;PL0012A;PM10;hour;;;2022-02-26 18:00:00 +01:00
26.02.2022 18:00;26.02.2022 17:00;33.18;PL0012A;PM10;hour;;;2022-02-26 19:00:00 +01:00
26.02.2022 19:00;26.02.2022 18:00;50.25;PL0012A;PM10;hour;;;2022-02-26 20:00:00 +01:00
26.02.2022 20:00;26.02.2022 19:00;55.66;PL0012A;PM10;hour;;;2022-02-26 21:00:00 +01:00
26.02.2022 21:00;26.02.2022 20:00;64.57;PL0012A;PM10;hour;;;2022-02-26 22:00:00 +01:00
26.02.2022 22:00;26.02.2022 21:00;73.55;PL0012A;PM10;hour;;;2022-02-26 23:00:00 +01:00
26.02.2022 23:00;26.02.2022 22:00;69.76;PL0012A;PM10;hour;;;2022-02-27 00:00:00 +01:00
27.02.2022 00:00;26.02.2022 23:00;76.70;PL0012A;PM10;hour;;;2022-02-27 01:00:00 +01:00
27.02.2022 01:00;27.02.2022 00:00;71.82;PL0012A;PM10;hour;;;2022-02-27 02:00:00 +01:00
27.02.2022 02:00;27.02.2022 01:00;58.80;PL0012A;PM10;hour;;;2022-02-27 03:00:00 +01:00
27.02.2022 03:00;27.02.2022 02:00;59.58;PL0012A;PM10;hour;;;2022-02-27 04:00:00 +01:00
27.02.2022 04:00;27.02.2022 03:00;49.20;PL0012A;PM10;hour;;;2022-02-27 05:00:00 +01:00
27.02.2022 05:00;27.02.2022 04:00;49.96;PL0012A;PM10;hour;;;2022-02-27 06:00:00 +01:00
27.02.2022 06:00;27.02.2022 05:00;54.09;PL0012A;PM10;hour;;;2022-02-27 07:00:00 +01:00
27.02.2022 07:00;27.02.2022 06:00;55.64;PL0012A;PM10;hour;;;2022-02-27 08:00:00 +01:00
27.02.2022 08:00;27.02.2022 07:00;48.88;PL0012A;PM10;hour;;;2022-02-27 09:00:00 +01:00
27.02.2022 09:00;27.02.2022 08:00;43.36;PL0012A;PM10;hour;;;2022-02-27 10:00:00 +01:00
27.02.2022 10:00;27.02.2022 09:00;40.35;PL0012A;PM10;hour;;;2022-02-27 11:00:00 +01:00
