DatetimeBegin UTC+01;date_beg_UTC_00;Concentration;AirQualityStationEoICode;AirPollutant;AveragingTime;;;DatetimeEnd
08.04.2022 02:00;08.04.2022 01:00;8.31;PL0012A;PM10;hour;;;2022-04-08 03:00:00 +01:00
08.04.2022 03:00;08.04.2022 02:00;9.47;PL0012A;PM10;hour;;;2022-04-08 04:00:00 +01:00
08.04.2022 04:00;08.04.2022 03:00;9.78;PL0012A;PM10;hour;;;2022-04-08 05:00:00 +01:00
08.04.2022 11:00;08.04.2022 10:00;23.73;PL0012A;PM10;hour;;;2022-04-08 12:00:00 +01:00
08.04.2022 06:00;08.04.2022 05:00;34.53;PL0012A;PM10;hour;;;2022-04-08 07:00:00 +01:00
08.04.2022 07:00;08.04.2022 06:00;23.75;PL0012A;PM10;hour;;;2022-04-08 08:00:00 +01:00
08.04.2022 08:00;08.04.2022 07:00;20.96;PL0012A;PM10;hour;;;2022-04-08 09:00:00 +01:00
08.04.2022 09:00;08.04.2022 08:00;24.42;PL0012A;PM10;hour;;;2022-04-08 10:00:00 +01:00
08.04.2022 10:00;08.04.2022 09:00;24.58;PL0012A;PM10;hour;;;2022-04-08 11:00:00 +01:00
08.04.2022 12:00;08.04.2022 11:00;24.57;PL0012A;PM10;hour;;;2022-04-08 13:00:00 +01:00
08.04.2022 13:00;08.04.2022 12:00;23.80;PL0012A;PM10;hour;;;2022-04-08 14:00:00 +01:00
08.04.2022 14:00;08.04.2022 13:00;21.20;PL0012A;PM10;hour;;;2022-04-08 15:00:00 +01:00
08.04.2022 15:00;08.04.2022 14:00;17.47;PL0012A;PM10;hour;;;2022-04-08 16:00:00 +01:00
08.04.2022 16:00;08.04.2022 15:00;23.68;PL0012A;PM10;hour;;;2022-04-08 17:00:00 +01:00
08.04.2022 17:00;08.04.2022 16:00;21.25;PL0012A;PM10;hour;;;2022-04-08 18:00:00 +01:00
08.04.2022 18:00;08.04.2022 17:00;14.58;PL0012A;PM10;hour;;;2022-04-08 19:00:00 +01:00
08.04.2022 19:00;08.04.2022 18:00;16.88;PL0012A;PM10;hour;;;2022-04-08 20:00:00 +01:00
08.04.2022 20:00;08.04.2022 19:00;13.26;PL0012A;PM10;hour;;;2022-04-08 21:00:00 +01:00
08.04.2022 21:00;08.04.2022 20:00;13.29;PL0012A;PM10;hour;;;2022-04-08 22:00:00 +01:00
08.04.2022 22:00;08.04.2022 21:00;13.74;PL0012A;PM10;hour;;;2022-04-08 23:00:00 +01:00
09.04.2022 00:00;08.04.2022 23:00;16.89;PL0012A;PM10;hour;;;2022-04-09 01:00:00 +01:00
09.04.2022 01:00;09.04.2022 00:00;14.29;PL0012A;PM10;hour;;;2022-04-09 02:00:00 +01:00
09.04.2022 02:00;09.04.2022 01:00;16.08;PL0012A;PM10;hour;;;2022-04-09 03:00:00 +01:00
09.04.2022 03:00;09.04.2022 02:00;19.37;PL0012A;PM10;hour;;;2022-04-09 04:00:00 +01:00
09.04.2022 04:00;09.04.2022 03:00;17.63;PL0012A;PM10;hour;;;2022-04-09 05:00:00 +01:00
09.04.2022 05:00;09.04.2022 04:00;26.03;PL0012A;PM10;hour;;;2022-04-09 06:00:00 +01:00
09.04.2022 06:00;09.04.2022 05:00;22.64;PL0012A;PM10;hour;;;2022-04-09 07:00:00 +01:00
09.04.2022 07:00;09.04.2022 06:00;10.53;PL0012A;PM10;hour;;;2022-04-09 08:00:00 +01:00
09.04.2022 08:00;09.04.2022 07:00;4.39;PL0012A;PM10;hour;;;2022-04-09 09:00:00 +01:00
09.04.2022 09:00;09.04.2022 08:00;7.56;PL0012A;PM10;hour;;;2022-04-09 10:00:00 +01:00
09.04.2022 10:00;09.04.2022 09:00;8.51;PL0012A;PM10;hour;;;2022-04-09 11:00:00 +01:00
09.04.2022 11:00;09.04.2022 10:00;14.55;PL0012A;PM10;hour;;;2022-04-09 12:00:00 +01:00
09.04.2022 12:00;09.04.2022 11:00;36.48;PL0012A;PM10;hour;;;2022-04-09 13:00:00 +01:00
09.04.2022 13:00;09.04.2022 12:00;58.69;PL0012A;PM10;hour;;;2022-04-09 14:00:00 +01:00
09.04.2022 14:00;09.04.2022 13:00;42.43;PL0012A;PM10;hour;;;2022-04-09 15:00:00 +01:00
09.04.2022 15:00;09.04.2022 14:00;20.27;PL0012A;PM10;hour;;;2022-04-09 16:00:00 +01:00
09.04.2022 16:00;09.04.2022 15:00;33.99;PL0012A;PM10;hour;;;2022-04-09 17:00:00 +01:00
09.04.2022 17:00;09.04.2022 16:00;64.98;PL0012A;PM10;hour;;;2022-04-09 18:00:00 +01:00
09.04.2022 18:00;09.04.2022 17:00;60.74;PL0012A;PM10;hour;;;2022-04-09 19:00:00 +01:00
09.04.2022 19:00;09.04.2022 18:00;54.79;PL0012A;PM10;hour;;;2022-04-09 20:00:00 +01:00
09.04.2022 20:00;09.04.2022 19:00;46.65;PL0012A;PM10;hour;;;2022-04-09 21:00:00 +01:00
09.04.2022 21:00;09.04.2022 20:00;57.46;PL0012A;PM10;hour;;;2022-04-09 22:00:00 +01:00
09.04.2022 22:00;09.04.2022 21:00;62.86;PL0012A;PM10;hour;;;2022-04-09 23:00:00 +01:00
09.04.2022 23:00;09.04.2022 22:00;62.85;PL0012A;PM10;hour;;;2022-04-10 00:00:00 +01:00
10.04.2022 00:00;09.04.2022 23:00;58.91;PL0012A;PM10;hour;;;2022-04-10 01:00:00 +01:00
10.04.2022 01:00;10.04.2022 00:00;42.77;PL0012A;PM10;hour;;;2022-04-10 02:00:00 +01:00
10.04.2022 02:00;10.04.2022 01:00;44.48;PL0012A;PM10;hour;;;2022-04-10 03:00:00 +01:00
10.04.2022 03:00;10.04.2022 02:00;38.27;PL0012A;PM10;hour;;;2022-04-10 04:00:00 +01:00
10.04.2022 04:00;10.04.2022 03:00;36.75;PL0012A;PM10;hour;;;2022-04-10 05:00:00 +01:00
10.04.2022 05:00;10.04.2022 04:00;40.06;PL0012A;PM10;hour;;;2022-04-10 06:00:00 +01:00
10.04.2022 06:00;10.04.2022 05:00;39.68;PL0012A;PM10;hour;;;2022-04-10 07:00:00 +01:00
10.04.2022 07:00;10.04.2022 06:00;37.05;PL0012A;PM10;hour;;;2022-04-10 08:00:00 +01:00
10.04.2022 08:00;10.04.2022 07:00;31.96;PL0012A;PM10;hour;;;2022-04-10 09:00:00 +01:00
10.04.2022 09:00;10.04.2022 08:00;29.91;PL0012A;PM10;hour;;;2022-04-10 10:00:00 +01:00
10.04.2022 10:00;10.04.2022 09:00;27.16;PL0012A;PM10;hour;;;2022-04-10 11:00:00 +01:00
10.04.2022 11:00;10.04.2022 10:00;21.29;PL0012A;PM10;hour;;;2022-04-10 12:00:00 +01:00
10.04.2022 12:00;10.04.2022 11:00;17.87;PL0012A;PM10;hour;;;2022-04-10 13:00:00 +01:00
10.04.2022 13:00;10.04.2022 12:00;14.38;PL0012A;PM10;hour;;;2022-04-10 14:00:00 +01:00
10.04.2022 14:00;10.04.2022 13:00;18.06;PL0012A;PM10;hour;;;2022-04-10 15:00:00 +01:00
10.04.2022 15:00;10.04.2022 14:00;14.67;PL0012A;PM10;hour;;;2022-04-10 16:00:00 +01:00
10.04.2022 16:00;10.04.2022 15:00;13.79;PL0012A;PM10;hour;;;2022-04-10 17:00:00 +01:00
10.04.2022 17:00;10.04.2022 16:00;18.95;PL0012A;PM10;hour;;;2022-04-10 18:00:00 +01:00
10.04.2022 18:00;10.04.2022 17:00;25.49;PL0012A;PM10;hour;;;2022-04-10 19:00:00 +01:00
10.04.2022 19:00;10.04.2022 18:00;26.12;PL0012A;PM10;hour;;;2022-04-10 20:00:00 +01:00
10.04.2022 20:00;10.04.2022 19:00;32.97;PL0012A;PM10;hour;;;2022-04-10 21:00:00 +01:00
10.04.2022 21:00;10.04.2022 20:00;34.57;PL0012A;PM10;hour;;;2022-04-10 22:00:00 +01:00
10.04.2022 22:00;10.04.2022 21:00;43.99;PL0012A;PM10;hour;;;2022-04-10 23:00:00 +01:00
10.04.2022 23:00;10.04.2022 22:00;51.80;PL0012A;PM10;hour;;;2022-04-11 00:00:00 +01:00
08.04.2022 23:00;08.04.2022 22:00;20.29;PL0012A;PM10;hour;;;2022-04-09 00:00:00 +01:00
12.04.2022 00:00;11.04.2022 23:00;39.43;PL0012A;PM10;hour;;;2022-04-12 01:00:00 +01:00
12.04.2022 01:00;12.04.2022 00:00;44.72;PL0012A;PM10;hour;;;2022-04-12 02:00:00 +01:00
12.04.2022 02:00;12.04.2022 01:00;40.93;PL0012A;PM10;hour;;;2022-04-12 03:00:00 +01:00
12.04.2022 03:00;12.04.2022 02:00;44.19;PL0012A;PM10;hour;;;2022-04-12 04:00:00 +01:00
12.04.2022 04:00;12.04.2022 03:00;51.90;PL0012A;PM10;hour;;;2022-04-12 05:00:00 +01:00
12.04.2022 05:00;12.04.2022 04:00;56.39;PL0012A;PM10;hour;;;2022-04-12 06:00:00 +01:00
12.04.2022 06:00;12.04.2022 05:00;62.65;PL0012A;PM10;hour;;;2022-04-12 07:00:00 +01:00
12.04.2022 07:00;12.04.2022 06:00;53.85;PL0012A;PM10;hour;;;2022-04-12 08:00:00 +01:00
12.04.2022 08:00;12.04.2022 07:00;45.00;PL0012A;PM10;hour;;;2022-04-12 09:00:00 +01:00
12.04.2022 09:00;12.04.2022 08:00;46.49;PL0012A;PM10;hour;;;2022-04-12 10:00:00 +01:00
12.04.2022 10:00;12.04.2022 09:00;46.17;PL0012A;PM10;hour;;;2022-04-12 11:00:00 +01:00
12.04.2022 11:00;12.04.2022 10:00;33.47;PL0012A;PM10;hour;;;2022-04-12 12:00:00 +01:00
12.04.2022 12:00;12.04.2022 11:00;32.57;PL0012A;PM10;hour;;;2022-04-12 13:00:00 +01:00
12.04.2022 13:00;12.04.2022 12:00;26.43;PL0012A;PM10;hour;;;2022-04-12 14:00:00 +01:00
12.04.2022 14:00;12.04.2022 13:00;29.77;PL0012A;PM10;hour;;;2022-04-12 15:00:00 +01:00
12.04.2022 15:00;12.04.2022 14:00;38.66;PL0012A;PM10;hour;;;2022-04-12 16:00:00 +01:00
12.04.2022 16:00;12.04.2022 15:00;37.01;PL0012A;PM10;hour;;;2022-04-12 17:00:00 +01:00
12.04.2022 17:00;12.04.2022 16:00;39.87;PL0012A;PM10;hour;;;2022-04-12 18:00:00 +01:00
12.04.2022 18:00;12.04.2022 17:00;37.31;PL0012A;PM10;hour;;;2022-04-12 19:00:00 +01:00
12.04.2022 19:00;12.04.2022 18:00;38.99;PL0012A;PM10;hour;;;2022-04-12 20:00:00 +01:00
12.04.2022 20:00;12.04.2022 19:00;44.54;PL0012A;PM10;hour;;;2022-04-12 21:00:00 +01:00
12.04.2022 21:00;12.04.2022 20:00;59.94;PL0012A;PM10;hour;;;2022-04-12 22:00:00 +01:00
12.04.2022 22:00;12.04.2022 21:00;60.12;PL0012A;PM10;hour;;;2022-04-12 23:00:00 +01:00
12.04.2022 23:00;12.04.2022 22:00;78.98;PL0012A;PM10;hour;;;2022-04-13 00:00:00 +01:00
13.04.2022 00:00;12.04.2022 23:00;193.70;PL0012A;PM10;hour;;;2022-04-13 01:00:00 +01:00
13.04.2022 01:00;13.04.2022 00:00;150.08;PL0012A;PM10;hour;;;2022-04-13 02:00:00 +01:00
13.04.2022 02:00;13.04.2022 01:00;;PL0012A;PM10;hour;;;2022-04-13 03:00:00 +01:00
14.04.2022 00:00;13.04.2022 23:00;36.02;PL0012A;PM10;hour;;;2022-04-14 01:00:00 +01:00
14.04.2022 01:00;14.04.2022 00:00;50.21;PL0012A;PM10;hour;;;2022-04-14 02:00:00 +01:00
14.04.2022 02:00;14.04.2022 01:00;47.33;PL0012A;PM10;hour;;;2022-04-14 03:00:00 +01:00
14.04.2022 03:00;14.04.2022 02:00;47.07;PL0012A;PM10;hour;;;2022-04-14 04:00:00 +01:00
14.04.2022 04:00;14.04.2022 03:00;57.23;PL0012A;PM10;hour;;;2022-04-14 05:00:00 +01:00
14.04.2022 05:00;14.04.2022 04:00;72.97;PL0012A;PM10;hour;;;2022-04-14 06:00:00 +01:00
14.04.2022 06:00;14.04.2022 05:00;62.51;PL0012A;PM10;hour;;;2022-04-14 07:00:00 +01:00
14.04.2022 07:00;14.04.2022 06:00;78.88;PL0012A;PM10;hour;;;2022-04-14 08:00:00 +01:00
14.04.2022 08:00;14.04.2022 07:00;88.34;PL0012A;PM10;hour;;;2022-04-14 09:00:00 +01:00
14.04.2022 09:00;14.04.2022 08:00;62.29;PL0012A;PM10;hour;;;2022-04-14 10:00:00 +01:00
14.04.2022 10:00;14.04.2022 09:00;47.21;PL0012A;PM10;hour;;;2022-04-14 11:00:00 +01:00
14.04.2022 11:00;14.04.2022 10:00;39.11;PL0012A;PM10;hour;;;2022-04-14 12:00:00 +01:00
14.04.2022 12:00;14.04.2022 11:00;39.42;PL0012A;PM10;hour;;;2022-04-14 13:00:00 +01:00
14.04.2022 13:00;14.04.2022 12:00;36.32;PL0012A;PM10;hour;;;2022-04-14 14:00:00 +01:00
14.04.2022 14:00;14.04.2022 13:00;34.05;PL0012A;PM10;hour;;;2022-04-14 15:00:00 +01:00
14.04.2022 15:00;14.04.2022 14:00;37.29;PL0012A;PM10;hour;;;2022-04-14 16:00:00 +01:00
14.04.2022 16:00;14.04.2022 15:00;35.37;PL0012A;PM10;hour;;;2022-04-14 17:00:00 +01:00
14.04.2022 17:00;14.04.2022 16:00;36.88;PL0012A;PM10;hour;;;2022-04-14 18:00:00 +01:00
14.04.2022 18:00;14.04.2022 17:00;47.47;PL0012A;PM10;hour;;;2022-04-14 19:00:00 +01:00
14.04.2022 19:00;14.04.2022 18:00;69.88;PL0012A;PM10;hour;;;2022-04-14 20:00:00 +01:00
14.04.2022 20:00;14.04.2022 19:00;72.30;PL0012A;PM10;hour;;;2022-04-14 21:00:00 +01:00
14.04.2022 21:00;14.04.2022 20:00;70.54;PL0012A;PM10;hour;;;2022-04-14 22:00:00 +01:00
14.04.2022 22:00;14.04.2022 21:00;66.41;PL0012A;PM10;hour;;;2022-04-14 23:00:00 +01:00
14.04.2022 23:00;14.04.2022 22:00;74.10;PL0012A;PM10;hour;;;2022-04-15 00:00:00 +01:00
15.04.2022 00:00;14.04.2022 23:00;74.50;PL0012A;PM10;hour;;;2022-04-15 01:00:00 +01:00
15.04.2022 01:00;15.04.2022 00:00;69.63;PL0012A;PM10;hour;;;2022-04-15 02:00:00 +01:00
15.04.2022 02:00;15.04.2022 01:00;59.75;PL0012A;PM10;hour;;;2022-04-15 03:00:00 +01:00
15.04.2022 03:00;15.04.2022 02:00;59.85;PL0012A;PM10;hour;;;2022-04-15 04:00:00 +01:00
15.04.2022 04:00;15.04.2022 03:00;57.05;PL0012A;PM10;hour;;;2022-04-15 05:00:00 +01:00
15.04.2022 05:00;15.04.2022 04:00;68.38;PL0012A;PM10;hour;;;2022-04-15 06:00:00 +01:00
15.04.2022 06:00;15.04.2022 05:00;57.74;PL0012A;PM10;hour;;;2022-04-15 07:00:00 +01:00
15.04.2022 07:00;15.04.2022 06:00;50.50;PL0012A;PM10;hour;;;2022-04-15 08:00:00 +01:00
15.04.2022 08:00;15.04.2022 07:00;43.09;PL0012A;PM10;hour;;;2022-04-15 09:00:00 +01:00
15.04.2022 09:00;15.04.2022 08:00;40.15;PL0012A;PM10;hour;;;2022-04-15 10:00:00 +01:00
15.04.2022 10:00;15.04.2022 09:00;43.01;PL0012A;PM10;hour;;;2022-04-15 11:00:00 +01:00
15.04.2022 11:00;15.04.2022 10:00;25.65;PL0012A;PM10;hour;;;2022-04-15 12:00:00 +01:00
15.04.2022 12:00;15.04.2022 11:00;18.16;PL0012A;PM10;hour;;;2022-04-15 13:00:00 +01:00
15.04.2022 13:00;15.04.2022 12:00;23.71;PL0012A;PM10;hour;;;2022-04-15 14:00:00 +01:00
15.04.2022 14:00;15.04.2022 13:00;38.22;PL0012A;PM10;hour;;;2022-04-15 15:00:00 +01:00
15.04.2022 15:00;15.04.2022 14:00;18.84;PL0012A;PM10;hour;;;2022-04-15 16:00:00 +01:00
15.04.2022 16:00;15.04.2022 15:00;11.81;PL0012A;PM10;hour;;;2022-04-15 17:00:00 +01:00
15.04.2022 17:00;15.04.2022 16:00;19.77;PL0012A;PM10;hour;;;2022-04-15 18:00:00 +01:00
15.04.2022 18:00;15.04.2022 17:00;15.12;PL0012A;PM10;hour;;;2022-04-15 19:00:00 +01:00
15.04.2022 19:00;15.04.2022 18:00;16.88;PL0012A;PM10;hour;;;2022-04-15 20:00:00 +01:00
15.04.2022 20:00;15.04.2022 19:00;18.94;PL0012A;PM10;hour;;;2022-04-15 21:00:00 +01:00
15.04.2022 21:00;15.04.2022 20:00;21.27;PL0012A;PM10;hour;;;2022-04-15 22:00:00 +01:00
15.04.2022 22:00;15.04.2022 21:00;23.21;PL0012A;PM10;hour;;;2022-04-15 23:00:00 +01:00
15.04.2022 23:00;15.04.2022 22:00;17.62;PL0012A;PM10;hour;;;2022-04-16 00:00:00 +01:00
16.04.2022 00:00;15.04.2022 23:00;15.89;PL0012A;PM10;hour;;;2022-04-16 01:00:00 +01:00
16.04.2022 01:00;16.04.2022 00:00;21.15;PL0012A;PM10;hour;;;2022-04-16 02:00:00 +01:00
16.04.2022 02:00;16.04.2022 01:00;16.57;PL0012A;PM10;hour;;;2022-04-16 03:00:00 +01:00
16.04.2022 03:00;16.04.2022 02:00;5.45;PL0012A;PM10;hour;;;2022-04-16 04:00:00 +01:00
16.04.2022 04:00;16.04.2022 03:00;3.58;PL0012A;PM10;hour;;;2022-04-16 05:00:00 +01:00
16.04.2022 05:00;16.04.2022 04:00;4.83;PL0012A;PM10;hour;;;2022-04-16 06:00:00 +01:00
16.04.2022 06:00;16.04.2022 05:00;3.67;PL0012A;PM10;hour;;;2022-04-16 07:00:00 +01:00
16.04.2022 07:00;16.04.2022 06:00;5.81;PL0012A;PM10;hour;;;2022-04-16 08:00:00 +01:00
16.04.2022 08:00;16.04.2022 07:00;7.74;PL0012A;PM10;hour;;;2022-04-16 09:00:00 +01:00
16.04.2022 09:00;16.04.2022 08:00;10.73;PL0012A;PM10;hour;;;2022-04-16 10:00:00 +01:00
16.04.2022 10:00;16.04.2022 09:00;11.10;PL0012A;PM10;hour;;;2022-04-16 11:00:00 +01:00
16.04.2022 11:00;16.04.2022 10:00;15.85;PL0012A;PM10;hour;;;2022-04-16 12:00:00 +01:00
16.04.2022 12:00;16.04.2022 11:00;20.21;PL0012A;PM10;hour;;;2022-04-16 13:00:00 +01:00
16.04.2022 13:00;16.04.2022 12:00;15.13;PL0012A;PM10;hour;;;2022-04-16 14:00:00 +01:00
16.04.2022 14:00;16.04.2022 13:00;12.89;PL0012A;PM10;hour;;;2022-04-16 15:00:00 +01:00
16.04.2022 15:00;16.04.2022 14:00;11.98;PL0012A;PM10;hour;;;2022-04-16 16:00:00 +01:00
16.04.2022 16:00;16.04.2022 15:00;10.60;PL0012A;PM10;hour;;;2022-04-16 17:00:00 +01:00
16.04.2022 17:00;16.04.2022 16:00;10.94;PL0012A;PM10;hour;;;2022-04-16 18:00:00 +01:00
16.04.2022 18:00;16.04.2022 17:00;13.93;PL0012A;PM10;hour;;;2022-04-16 19:00:00 +01:00
16.04.2022 19:00;16.04.2022 18:00;16.22;PL0012A;PM10;hour;;;2022-04-16 20:00:00 +01:00
16.04.2022 20:00;16.04.2022 19:00;17.04;PL0012A;PM10;hour;;;2022-04-16 21:00:00 +01:00
16.04.2022 21:00;16.04.2022 20:00;20.23;PL0012A;PM10;hour;;;2022-04-16 22:00:00 +01:00
16.04.2022 22:00;16.04.2022 21:00;23.38;PL0012A;PM10;hour;;;2022-04-16 23:00:00 +01:00
16.04.2022 23:00;16.04.2022 22:00;21.38;PL0012A;PM10;hour;;;2022-04-17 00:00:00 +01:00
17.04.2022 00:00;16.04.2022 23:00;22.22;PL0012A;PM10;hour;;;2022-04-17 01:00:00 +01:00
17.04.2022 01:00;17.04.2022 00:00;23.44;PL0012A;PM10;hour;;;2022-04-17 02:00:00 +01:00
17.04.2022 02:00;17.04.2022 01:00;21.76;PL0012A;PM10;hour;;;2022-04-17 03:00:00 +01:00
17.04.2022 03:00;17.04.2022 02:00;21.20;PL0012A;PM10;hour;;;2022-04-17 04:00:00 +01:00
17.04.2022 04:00;17.04.2022 03:00;19.12;PL0012A;PM10;hour;;;2022-04-17 05:00:00 +01:00
17.04.2022 05:00;17.04.2022 04:00;17.94;PL0012A;PM10;hour;;;2022-04-17 06:00:00 +01:00
17.04.2022 06:00;17.04.2022 05:00;16.65;PL0012A;PM10;hour;;;2022-04-17 07:00:00 +01:00
17.04.2022 07:00;17.04.2022 06:00;13.75;PL0012A;PM10;hour;;;2022-04-17 08:00:00 +01:00
17.04.2022 08:00;17.04.2022 07:00;10.27;PL0012A;PM10;hour;;;2022-04-17 09:00:00 +01:00
17.04.2022 09:00;17.04.2022 08:00;8.14;PL0012A;PM10;hour;;;2022-04-17 10:00:00 +01:00
17.04.2022 10:00;17.04.2022 09:00;8.26;PL0012A;PM10;hour;;;2022-04-17 11:00:00 +01:00
17.04.2022 11:00;17.04.2022 10:00;10.28;PL0012A;PM10;hour;;;2022-04-17 12:00:00 +01:00
17.04.2022 12:00;17.04.2022 11:00;8.75;PL0012A;PM10;hour;;;2022-04-17 13:00:00 +01:00
17.04.2022 13:00;17.04.2022 12:00;7.48;PL0012A;PM10;hour;;;2022-04-17 14:00:00 +01:00
17.04.2022 14:00;17.04.2022 13:00;8.05;PL0012A;PM10;hour;;;2022-04-17 15:00:00 +01:00
17.04.2022 15:00;17.04.2022 14:00;7.90;PL0012A;PM10;hour;;;2022-04-17 16:00:00 +01:00
17.04.2022 16:00;17.04.2022 15:00;8.18;PL0012A;PM10;hour;;;2022-04-17 17:00:00 +01:00
17.04.2022 17:00;17.04.2022 16:00;9.38;PL0012A;PM10;hour;;;2022-04-17 18:00:00 +01:00
17.04.2022 18:00;17.04.2022 17:00;11.06;PL0012A;PM10;hour;;;2022-04-17 19:00:00 +01:00
17.04.2022 19:00;17.04.2022 18:00;12.30;PL0012A;PM10;hour;;;2022-04-17 20:00:00 +01:00
17.04.2022 20:00;17.04.2022 19:00;14.52;PL0012A;PM10;hour;;;2022-04-17 21:00:00 +01:00
17.04.2022 21:00;17.04.2022 20:00;21.53;PL0012A;PM10;hour;;;2022-04-17 22:00:00 +01:00
17.04.2022 22:00;17.04.2022 21:00;28.36;PL0012A;PM10;hour;;;2022-04-17 23:00:00 +01:00
17.04.2022 23:00;17.04.2022 22:00;31.86;PL0012A;PM10;hour;;;2022-04-18 00:00:00 +01:00
18.04.2022 00:00;17.04.2022 23:00;30.71;PL0012A;PM10;hour;;;2022-04-18 01:00:00 +01:00
18.04.2022 01:00;18.04.2022 00:00;36.19;PL0012A;PM10;hour;;;2022-04-18 02:00:00 +01:00
18.04.2022 02:00;18.04.2022 01:00;39.29;PL0012A;PM10;hour;;;2022-04-18 03:00:00 +01:00
18.04.2022 03:00;18.04.2022 02:00;39.97;PL0012A;PM10;hour;;;2022-04-18 04:00:00 +01:00
18.04.2022 04:00;18.04.2022 03:00;39.36;PL0012A;PM10;hour;;;2022-04-18 05:00:00 +01:00
18.04.2022 05:00;18.04.2022 04:00;39.57;PL0012A;PM10;hour;;;2022-04-18 06:00:00 +01:00
18.04.2022 06:00;18.04.2022 05:00;38.69;PL0012A;PM10;hour;;;2022-04-18 07:00:00 +01:00
18.04.2022 07:00;18.04.2022 06:00;42.12;PL0012A;PM10;hour;;;2022-04-18 08:00:00 +01:00
18.04.2022 08:00;18.04.2022 07:00;33.58;PL0012A;PM10;hour;;;2022-04-18 09:00:00 +01:00
18.04.2022 09:00;18.04.2022 08:00;26.56;PL0012A;PM10;hour;;;2022-04-18 10:00:00 +01:00
18.04.2022 10:00;18.04.2022 09:00;19.84;PL0012A;PM10;hour;;;2022-04-18 11:00:00 +01:00
18.04.2022 11:00;18.04.2022 10:00;15.88;PL0012A;PM10;hour;;;2022-04-18 12:00:00 +01:00
18.04.2022 12:00;18.04.2022 11:00;12.39;PL0012A;PM10;hour;;;2022-04-18 13:00:00 +01:00
18.04.2022 13:00;18.04.2022 12:00;12.54;PL0012A;PM10;hour;;;2022-04-18 14:00:00 +01:00
18.04.2022 14:00;18.04.2022 13:00;14.24;PL0012A;PM10;hour;;;2022-04-18 15:00:00 +01:00
18.04.2022 15:00;18.04.2022 14:00;11.71;PL0012A;PM10;hour;;;2022-04-18 16:00:00 +01:00
18.04.2022 16:00;18.04.2022 15:00;11.23;PL0012A;PM10;hour;;;2022-04-18 17:00:00 +01:00
18.04.2022 17:00;18.04.2022 16:00;12.25;PL0012A;PM10;hour;;;2022-04-18 18:00:00 +01:00
18.04.2022 18:00;18.04.2022 17:00;15.04;PL0012A;PM10;hour;;;2022-04-18 19:00:00 +01:00
18.04.2022 19:00;18.04.2022 18:00;14.42;PL0012A;PM10;hour;;;2022-04-18 20:00:00 +01:00
18.04.2022 20:00;18.04.2022 19:00;20.37;PL0012A;PM10;hour;;;2022-04-18 21:00:00 +01:00
18.04.2022 21:00;18.04.2022 20:00;24.13;PL0012A;PM10;hour;;;2022-04-18 22:00:00 +01:00
18.04.2022 22:00;18.04.2022 21:00;27.25;PL0012A;PM10;hour;;;2022-04-18 23:00:00 +01:00
18.04.2022 23:00;18.04.2022 22:00;21.91;PL0012A;PM10;hour;;;2022-04-19 00:00:00 +01:00
19.04.2022 00:00;18.04.2022 23:00;27.85;PL0012A;PM10;hour;;;2022-04-19 01:00:00 +01:00
19.04.2022 01:00;19.04.2022 00:00;25.38;PL0012A;PM10;hour;;;2022-04-19 02:00:00 +01:00
19.04.2022 02:00;19.04.2022 01:00;29.94;PL0012A;PM10;hour;;;2022-04-19 03:00:00 +01:00
19.04.2022 03:00;19.04.2022 02:00;34.48;PL0012A;PM10;hour;;;2022-04-19 04:00:00 +01:00
19.04.2022 04:00;19.04.2022 03:00;18.49;PL0012A;PM10;hour;;;2022-04-19 05:00:00 +01:00
19.04.2022 05:00;19.04.2022 04:00;18.84;PL0012A;PM10;hour;;;2022-04-19 06:00:00 +01:00
19.04.2022 06:00;19.04.2022 05:00;23.01;PL0012A;PM10;hour;;;2022-04-19 07:00:00 +01:00
19.04.2022 07:00;19.04.2022 06:00;20.29;PL0012A;PM10;hour;;;2022-04-19 08:00:00 +01:00
19.04.2022 08:00;19.04.2022 07:00;23.73;PL0012A;PM10;hour;;;2022-04-19 09:00:00 +01:00
19.04.2022 09:00;19.04.2022 08:00;31.00;PL0012A;PM10;hour;;;2022-04-19 10:00:00 +01:00
19.04.2022 10:00;19.04.2022 09:00;33.33;PL0012A;PM10;hour;;;2022-04-19 11:00:00 +01:00
19.04.2022 11:00;19.04.2022 10:00;34.75;PL0012A;PM10;hour;;;2022-04-19 12:00:00 +01:00
19.04.2022 12:00;19.04.2022 11:00;28.12;PL0012A;PM10;hour;;;2022-04-19 13:00:00 +01:00
19.04.2022 13:00;19.04.2022 12:00;26.30;PL0012A;PM10;hour;;;2022-04-19 14:00:00 +01:00
19.04.2022 14:00;19.04.2022 13:00;23.92;PL0012A;PM10;hour;;;2022-04-19 15:00:00 +01:00
19.04.2022 15:00;19.04.2022 14:00;26.30;PL0012A;PM10;hour;;;2022-04-19 16:00:00 +01:00
19.04.2022 16:00;19.04.2022 15:00;24.62;PL0012A;PM10;hour;;;2022-04-19 17:00:00 +01:00
19.04.2022 17:00;19.04.2022 16:00;22.73;PL0012A;PM10;hour;;;2022-04-19 18:00:00 +01:00
19.04.2022 18:00;19.04.2022 17:00;25.22;PL0012A;PM10;hour;;;2022-04-19 19:00:00 +01:00
19.04.2022 19:00;19.04.2022 18:00;24.62;PL0012A;PM10;hour;;;2022-04-19 20:00:00 +01:00
